0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.03810671,-0.13310137,0.27473685,0.07591951,-0.06339634,0.20119548,-0.09578651,0.06440293,-0.17263669,0.15282232,-0.20495619,-0.058584474,-0.046094686,-0.28092185,-0.20074064,-0.107396044,-0.07659807,0.70804715,-0.23352893,0.105082154,0.25404704,-0.12848529,-0.28865516,-0.18998574,0.22719742,-0.14742512,0.013846355,-0.0035563854,-0.35450268,0.1529744,0.037419144,-0.08200094,-0.16651891,0.031451665,0.031802908,-0.11051261,0.24487552,-0.044188056,-0.16676,0.044583265,-0.21332689,-0.12379467,-0.041196913,0.14551292,0.21457857,0.31291476,-0.017214136,-0.22462738,-0.20949517,-0.4900603,0.23950008,0.11350355,-0.26059645,-0.16471913,-0.45418796,-0.020691413,0.089555986,-0.17499317,-0.09860986,-0.1451157,-0.12015901,0.12924285,0.04908379,0.4321249
