node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
và,0.08113227,0.07902933,0.08985429,-0.09734362,0.07027317,0.36676353,-0.010242072,-0.13926688,-0.29879937,-0.090313666,0.13985237,0.08305589,0.12201478,-0.14620233,-0.10619679,0.29810596,-0.18591046,0.14886098,0.13283844,0.26555365,0.31059602,0.048681486,-0.44249785,0.15264657,0.1747876,0.050891448,-0.11276578,0.016504249,0.11683222,0.13723503,0.30557427,0.029249653,-0.30593312,-0.12667474,-0.068437204,-0.43853942,0.35555723,-0.048890613,-0.22721827,0.054699995,-0.055981454,-0.018370762,-0.3144137,-0.29014012,0.09074561,0.29605013,-0.012852019,-0.038240768,-0.018491006,-0.23426452,0.121590614,0.033054978,-0.13642411,0.05521867,-0.2834435,0.1993936,0.25749326,-0.4027716,0.26454252,-0.15358235,0.15861768,0.034635317,-0.13333675,0.21351908
đại tây,0.060056634,-0.060296163,0.28747475,-0.42742777,-0.44285148,0.026800651,-0.06221558,-0.22746676,-0.27350444,-0.27482584,0.13507931,-0.19877963,-0.16031346,0.3267925,-0.27021307,-0.27236196,-0.018337328,0.43225273,-0.18519169,0.5208694,0.16095424,0.23973317,-0.5850757,-0.25713104,0.30181563,0.06685086,0.033160016,0.30789557,-0.20142284,-0.080334,0.3117514,-0.056398794,-0.16481839,-0.20293947,0.31523293,-0.5620503,0.3286458,-0.08721252,0.19622186,-0.011768644,0.014948966,-0.025205608,0.035327937,-0.13908228,0.36817858,0.5460568,-0.21467406,0.013174895,-0.21355917,-0.2696764,0.13481876,0.29296407,-0.03405679,-0.2959202,-0.4010223,0.0019730465,-0.031899128,-0.10700682,0.10453472,-0.38724425,0.41161466,-0.096385606,-0.2918535,-0.15281464
với,-0.121167354,-0.19339858,0.33511916,-0.01774478,0.04957485,0.35945848,0.21720149,-0.25491738,-0.017234484,-0.08610045,-0.30224362,-0.62431717,0.5507278,0.1730249,-0.057083316,-0.068279296,-0.4341863,0.72231454,-0.13170093,0.079986975,0.07533102,0.011896611,-0.08597203,-0.13146272,0.33956632,-0.20733243,-0.20059553,-0.20026784,-0.32394847,0.50845855,0.059298597,0.27857772,-0.10416835,0.050317544,-0.15361856,0.0032727132,0.56981003,0.06804354,-0.43050802,0.22835256,-0.15775867,0.25813088,-0.36605,0.023899715,0.12727642,-0.3633857,0.2838867,-0.34754074,0.2620052,-0.3701384,0.18922842,-0.07048612,-0.059963997,-0.20499451,-0.27112854,0.21861443,0.23058298,-0.1473298,-0.0689381,-0.31356972,-0.3372998,-0.0022575918,0.13446635,0.29974088
là,-0.19061624,-0.16608427,0.36446464,-0.2973428,-0.1148918,0.26873484,0.05261166,0.040309902,-0.43877557,-0.06368173,-0.03918434,-0.24332048,-0.09889509,-0.7134292,0.0023332143,-0.024072964,-0.3075386,0.5252701,0.24352343,0.050051276,0.20706761,-0.08164156,-0.21369383,0.05994638,0.13047531,-0.09809949,0.14404564,-0.07094772,-0.19871639,0.00021935621,-0.18879828,-0.03690784,-0.13743947,0.19488792,0.16572882,0.10393472,0.1767075,-0.24789871,-0.27277938,-0.27942866,0.15923257,-0.107272446,-0.13781032,0.11490695,0.30257288,0.09529606,0.05646278,-0.48520038,-0.3566687,-0.5414194,0.067911215,0.04835131,0.08725101,-0.4965532,-0.33735302,-0.21303958,0.0037936107,-0.10046058,0.34648576,-0.077012986,0.028294394,0.09696579,-0.3444613,-0.093769185
dương,-0.15204534,-0.08063957,0.08669016,-0.10807314,-0.19469316,0.038461354,0.0105356835,0.11012722,0.12178178,-0.10503338,0.037201323,-0.092822395,-0.06441362,0.010938326,-0.36184725,-0.45632207,-0.20607653,0.6044429,-0.25573376,0.62194306,0.17880175,-0.013960043,-0.4556056,-0.22819586,0.11787014,-0.09438527,0.21227029,0.22205943,-0.24884278,-0.17826739,0.08898877,-0.29541746,-0.049812235,-0.017811049,0.3910731,-0.17388505,0.45100215,-0.018413454,-0.080323264,0.021901844,0.14414331,0.016377484,-0.056165323,-0.1178755,0.24356455,0.37852016,-0.14252946,0.123653114,-0.23652987,-0.28477052,0.22010818,0.12387615,-0.33812785,-0.016229615,-0.46388978,-0.023143355,0.031843532,-0.2445993,0.16847278,-0.19307008,0.26317307,-0.21365614,0.03814349,-0.09784976
của,-0.51185185,-0.31347665,0.26893845,0.005104886,0.05374594,-0.4397224,0.10576229,-0.1951236,-0.3302028,0.12995899,-0.013727712,-0.1459202,-0.02450849,-0.14042895,-0.33150655,-0.6964195,-0.016413009,0.13534833,-0.039681416,0.20718676,0.015725525,0.19733596,-0.09201769,-0.09004914,0.19142888,0.034347594,0.2513595,-0.06763555,-0.029253565,-0.2566198,-0.26856357,0.08400683,0.38416043,-0.16136415,0.4306389,-0.08689151,0.19926734,-0.33750984,-0.5306713,-0.20652899,-0.06836713,0.06005852,0.3081753,-0.026257599,0.08980431,0.28810772,0.1494953,-0.45096576,-0.35930017,-0.20447981,0.4847838,0.21060757,-0.15140264,-0.56456554,-0.2778677,0.028191626,0.4619149,0.014105337,0.4208336,-0.2702481,-0.108069524,0.089990556,0.009812543,0.10788083
một,-0.21902356,-0.19684136,0.2681431,0.055544157,-0.45499602,0.5308657,-0.016090803,-0.33190176,-0.16432194,0.08686207,0.0045618345,-0.13226898,0.012993962,-0.29461324,0.14277287,-0.124900416,-0.16573729,0.735976,-0.40730205,0.250356,-0.11122064,0.08729578,-0.103875294,-0.37297863,0.2819284,-0.087626755,0.16346796,-0.2257687,0.20303659,-0.0060197767,0.22265267,0.014484415,0.5405864,-0.0015193481,0.050763585,0.015757747,0.6423184,-0.38499513,-0.09413648,0.24343921,-0.339761,-0.4450718,-0.26258722,-0.13515562,-0.03950456,0.26527414,0.037586942,-0.3489322,0.1001444,-0.24854195,-0.033365477,-0.01131219,-0.34854442,-0.60859126,-0.14824812,-0.58556736,0.43632486,-0.15238848,0.13315976,-0.40971062,0.08633053,-0.2516397,0.03945932,-0.0008074012
giữa,0.20767722,-0.14439067,-0.095656596,-0.048207086,-0.11369754,-0.0463908,-0.045896713,0.17258018,-0.47728792,-0.0072618676,0.06989517,-0.15712681,0.124215156,-0.5227469,-0.16314211,-0.0136475125,0.009729713,0.08865301,0.08531291,0.16798992,0.32029584,0.3156742,-0.2651727,0.20265052,0.37404206,0.16019186,0.12609097,-0.56394535,0.5093258,-0.25106674,-0.04052024,-0.36777824,0.36774963,-0.33220443,-0.079696536,-0.34270504,0.20188968,-0.22442497,-0.45804852,-0.05285814,-0.36316392,-0.24417716,0.13583422,0.12030725,0.24979727,-0.057576366,-0.14721806,-0.122271806,-0.29914042,-0.5021092,0.27747723,0.19507523,-0.42905787,-0.0841689,-0.33549324,-0.14594299,0.44152066,0.23784184,0.3945274,-0.44028315,-0.13661705,0.1542012,0.13827178,0.5484421
đại dương,0.04359792,-0.043246232,0.13595194,-0.053243276,-0.23074682,0.11209131,-0.042617816,0.120942295,-0.308679,-0.05142058,-0.023991726,-0.039214488,-0.0596226,-0.40522885,-0.011714198,0.0035925182,-0.29895663,0.7396377,0.15035063,0.2284789,0.16163257,0.16841325,-0.18415056,0.11839212,0.41721606,-0.23214062,0.16388461,-0.4861867,0.046297416,-0.19794376,-0.2510597,-0.37561312,0.2133893,0.14374167,0.013781883,0.009559283,0.34417513,-0.27540657,0.0334342,0.23656784,-0.09351746,-0.5606117,0.1116933,0.2191632,0.37602043,0.30079952,0.13924618,-0.15574513,-0.41971427,-0.42846316,0.38386747,0.13160546,-0.22159488,-0.48111293,-0.3148572,-0.32871237,0.19101942,0.15993261,0.2913747,-0.16473638,0.17615144,-0.1842811,-0.12384965,0.3280793
núi,0.31137452,-0.085286856,0.34073064,-0.083149806,-0.082215615,0.5036742,-0.40435335,-0.23236245,-0.18387173,0.20261797,0.008729641,-0.4083781,0.028726757,-0.19517334,0.12875955,-0.2000935,-0.2659748,0.53179,-0.32978758,0.015926331,0.23181018,-0.123277776,-0.3681277,0.039184824,0.2416828,0.11846209,0.08351589,-0.42190108,0.4761164,0.15434065,0.047465824,-0.21133214,0.24664249,-0.09679875,0.18263862,-0.047348924,0.74130523,-0.2611598,-0.10385566,-0.017100662,-0.4008224,-0.12204371,-0.03871806,0.18396664,0.0020445534,0.033595685,0.3422922,-0.093477696,-0.124275714,-0.4654981,0.10259603,-0.0032604234,-0.29466805,-0.48088506,-0.28609967,-0.7075487,-0.101203166,0.09360887,-0.041874312,-0.44631332,-0.1716621,0.046533965,0.18587722,0.10895872
