0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.040987767,-0.19122504,0.29644012,-0.1462544,-0.16680348,0.05341304,-0.19160421,-0.10818252,-0.091473036,0.07930802,-0.20427783,-0.17404304,0.03746827,-0.3036373,-0.32554153,-0.23002677,-0.12546329,0.5583096,-0.1388539,0.27001736,0.17154545,-0.03529677,-0.2513789,-0.10242634,0.24862845,-0.07333097,-0.0055356957,-0.1267937,-0.020365326,0.041855197,0.1474731,0.06320192,0.01815427,0.029894978,0.025122585,-0.15801452,0.23918419,-0.06085594,-0.094323695,0.14496696,-0.15609413,-0.1994443,-0.078047484,0.11368251,0.2480281,0.20477079,-0.15658468,-0.21901178,-0.06902752,-0.5310482,0.39958194,0.16159481,-0.09457799,-0.1646116,-0.20617263,-0.19283491,0.30113322,-0.11013318,0.13216618,-0.34918293,-0.12984447,0.1097794,0.010904395,0.24015278
