0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.044471134,-0.10160702,0.44842583,-0.296943,-0.028031344,0.1350116,-0.10812032,-0.063230895,-0.19389585,0.021322384,-0.10615379,-0.23815863,0.079053886,-0.15652072,-0.16247638,-0.03933209,-0.09269571,0.38713422,-0.12632644,0.27856982,0.23341635,-0.10088034,-0.42135495,-0.09340534,0.2914579,-0.17817284,0.027988536,-0.081247084,-0.11220638,0.07182545,0.07574731,-0.0769608,-0.08041498,-0.16308087,-0.0079339435,-0.32802704,0.29792303,-0.08500939,-0.0671844,-0.00020785068,-0.1864727,0.13010198,-0.22091804,0.00096381566,0.2593426,0.24929209,-0.108844124,-0.32494974,-0.1513856,-0.48628238,0.19996013,0.188081,-0.29462594,-0.24897413,-0.20757733,-0.033139117,0.40454155,-0.1655329,0.20615098,-0.19939074,-0.0042596003,0.1532505,0.02604231,0.15159726
