0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.11281986,-0.083349906,0.27173173,-0.0061262865,-0.04329447,0.19421448,-0.05851747,-0.04952535,-0.14480424,0.19460022,-0.26773128,-0.11920163,-0.014393953,-0.31065628,-0.22102498,-0.18687336,-0.12166814,0.64941543,-0.30345657,0.12243574,0.20676614,-0.38739544,-0.19754116,-0.2226284,0.17979454,-0.2564024,-0.08731298,-0.024433613,-0.21149974,0.14261688,-0.05158518,-0.10885995,-0.0014038377,-0.06217072,0.11720936,-0.09630365,0.3081045,-0.17421845,-0.10762413,0.01599434,-0.16026194,-0.016825499,-0.23942028,0.19230565,0.18399562,0.43943468,-0.06646317,-0.27524433,-0.2588431,-0.49759674,0.301394,0.33061454,-0.17471188,-0.08514054,-0.38555908,0.0063326303,0.17687112,-0.10478205,0.025089605,-0.14686632,-0.20385744,0.026189389,0.08295084,0.36017895
