node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
và,-0.21861449,0.41411725,0.37934545,0.22568119,-0.35352468,0.4035998,-0.20133778,0.088281065,-0.19479527,0.068263866,0.14425567,-0.16191451,0.03582318,-0.08313299,-0.3563358,-0.13409075,0.054507874,0.5066657,-0.19653893,-0.18159905,0.095578015,-0.39670083,-0.14447957,-0.052325014,0.21775192,0.01793588,0.00035750953,-0.1670244,-0.21983531,0.15405731,-0.26379052,-0.26131633,-0.3134404,-0.18858849,0.19068968,-0.17169619,0.2619748,-0.01095835,-0.21056974,0.15834881,-0.4312508,0.36233297,-0.06925642,-0.18807487,0.25541916,0.33398402,-0.031992488,-0.13071746,-0.2727698,-0.28197232,0.31961873,0.13940631,-0.2818876,-0.12364792,-0.17857204,-0.043721993,0.0832165,0.05340825,0.027557788,-0.06155563,-0.38838586,0.10906677,-0.013637132,0.21657859
là,0.19750136,-0.2645951,-0.05219673,0.028883245,0.2648041,0.015959721,-0.06749395,-0.38585535,0.07398003,0.20661502,-0.14561774,-0.050441176,0.020009018,-0.50701165,0.11075674,0.07055748,-0.06391355,0.5439278,-0.38728023,0.06153812,0.3837707,-0.0914106,-0.011114098,-0.15946692,0.28042763,-0.2827997,-0.20605277,0.06738666,-0.3969181,0.12579145,0.3944029,0.029549628,0.004798006,0.18653774,0.050347336,-0.069793254,0.29741085,-0.12137722,-0.28201157,-0.15599729,0.13158639,-0.04917406,-0.0018602905,0.17055385,0.046183083,0.24754125,-0.2771312,-0.10152904,0.021611404,-0.43749914,0.12440375,-0.17192718,-0.30702358,-0.20680523,-0.4985116,-0.07549193,0.08629798,-0.23245357,0.042352963,-0.17806523,-0.0333524,0.17649113,0.3162061,0.26774913
núi,-0.14738822,0.033805236,0.2758223,0.08365177,-0.3440909,0.10963153,-0.021600606,-0.26919517,-0.43859735,0.13612257,-0.08070758,-0.08798642,0.086292624,0.006457892,-0.4219498,0.065837994,0.17167409,0.5354475,-0.52512956,0.10793011,0.15035975,-0.007979232,-0.33131817,-0.05734159,0.19945288,-0.1625903,0.13559519,0.07140836,-0.4725536,0.096790366,-0.14680888,-0.048947908,-0.40241277,-0.0022771,-0.06866584,-0.18165706,0.018009098,-0.10804416,-0.04309159,0.18676206,-0.22724791,-0.24448618,0.04798359,0.14438966,0.18635464,0.39999074,-0.23720327,-0.13641816,-0.14850807,-0.30005446,0.31717005,0.20062412,0.111831285,-0.30160666,-0.05361754,0.2497322,-0.20475253,0.10270406,-0.112538494,-0.033675093,-0.18783666,0.11168817,-0.09989294,0.25045776
của,-0.051857896,-0.39413232,0.29260597,0.0021370228,0.31809774,0.032698434,7.2657e-05,-0.06892692,0.08545012,0.30550694,-0.21599683,0.016328536,-0.14328358,-0.6782405,-0.020013817,0.0025626624,-0.24541076,0.5285042,0.030444095,-0.30705395,0.52025783,0.038113296,0.026237745,-0.29624426,0.28598326,-0.43746066,-0.3198975,0.2813403,-0.35070717,0.23760861,0.22448936,0.18946971,-0.22052155,-0.057992827,0.116146795,-0.060951903,0.029280404,0.07896921,-0.041192107,-0.087867945,-0.086062685,0.17508776,-0.0121063255,0.120820366,0.3764973,0.3410552,0.18613707,-0.27149454,0.1454155,-0.42526475,0.39203647,-0.09533473,-0.16948035,-0.18472177,-0.5502798,-0.12420771,-0.029717864,-0.5049724,-0.23047651,-0.07626692,-0.09472512,0.13922219,0.1241772,-0.030144358
đỉnh,0.083954625,-0.19976313,-0.020355657,-0.0076792785,-0.080820955,-0.058345936,0.14292818,0.05394255,0.0929849,-0.065968424,-0.04241236,0.14075242,0.0710524,-0.22887751,-0.12510169,0.06758342,-0.19640723,0.5114962,-0.12647617,-0.100853406,0.42287722,0.0646322,-0.4389295,-0.12086137,0.15486386,-0.117960095,0.06903853,-0.043361217,-0.5334345,0.28228998,0.13747661,0.00020789666,-0.10445356,0.057119224,0.03019139,-0.13525912,0.04980424,0.015206748,-0.055787574,-0.15454665,0.10946927,-0.34213015,0.24965487,0.2397382,0.13250339,0.30528355,-0.14135286,-0.15225706,-0.1013614,-0.22554159,0.354396,-0.077469364,-0.017735658,-0.051324166,-0.32242835,0.38860497,0.080529794,-0.17578965,-0.059428573,-0.04842308,-0.090113096,0.13755341,0.06866566,0.38374928
fansipan,0.1702502,-0.4622604,0.07046686,0.0625191,0.4452898,0.0029899562,-0.23459662,0.028723713,0.14456049,0.35200825,-0.32253742,-0.058324747,-0.09656427,-0.30706248,0.18033537,-0.176423,-0.0980966,0.4174932,-0.09632738,0.2987536,0.36408144,-0.3113701,-0.11166441,-0.23067512,0.2148013,-0.10159177,0.109362364,0.15452196,0.0048539047,0.18921822,0.020294478,-0.098213226,-0.07411969,0.26345408,0.10913247,0.028191127,0.16467677,0.2006678,-0.11052401,-0.0533329,-0.020891935,-0.21950184,-0.03455089,0.14646882,-0.03249183,0.22505741,-0.1084,-0.15521082,-0.16520761,-0.352297,-0.10747831,-0.04157782,-0.047292367,-0.2207815,-0.41298535,-0.010918806,0.08702723,-0.303725,-0.16094258,-0.20386265,-0.16614498,0.026625149,0.3010962,0.53258485
cao,-0.17679153,-0.12638056,0.12564941,-0.12649828,-0.14262052,0.06127799,0.12865938,-0.1718572,-0.07805265,0.012493258,0.101417884,0.005637864,-0.054536987,-0.060203627,-0.40088823,0.0808173,0.02338883,0.5927032,-0.26407945,0.17014477,0.2416883,0.056341212,-0.3018082,-0.2044313,-0.009091791,-0.360548,0.08776188,-0.07607839,-0.5476248,0.061916713,0.098619014,-0.18928967,-0.0029760075,-0.19138038,-0.4171616,-0.17454664,0.2814773,-0.028892038,-0.09319792,0.10982093,0.14174439,-0.3428038,0.031762246,0.08301902,-0.009329259,0.2648789,-0.16861439,0.1409136,-0.2495732,-0.37201405,-0.10608829,-0.011720805,-0.43474483,-0.05618624,-0.4136458,0.12839308,0.18144163,0.00574087,0.26442105,-0.26349732,0.01184237,-0.14360197,-0.08941524,0.55304116
những,-0.32420647,0.07802906,0.718384,0.32181075,-0.6344229,0.59551126,-0.45069078,0.17313641,-0.4251299,0.15318877,-0.03370256,-0.11861338,-0.0015492983,0.032997653,-0.7904041,-0.26238528,0.3233221,0.77364594,-0.47826302,0.36150464,-0.13978031,-0.27704796,-0.22688965,0.0007686565,0.1277317,0.25916645,0.19699873,0.02211309,-0.22723825,0.19381782,-0.5097241,-0.3674137,-0.49811295,0.060518607,0.04390017,0.10122085,0.14228244,-0.09822503,-0.16639858,0.59023106,-0.57823193,0.031183295,-0.35022143,0.078150496,0.3400521,0.23747076,-0.052148677,-0.17317528,-0.42890796,-0.42559105,0.1626093,0.26387328,-0.15615183,-0.15318376,0.07463205,-0.11106252,-0.052768607,0.3281511,-0.22295071,-0.20728458,-0.37767652,0.03356425,0.09369792,0.57085663
với,0.117527485,0.20720775,0.2624381,0.07616171,-0.3721155,0.09977701,-0.0881654,0.20163992,0.16852705,-0.03508474,-0.08395232,-0.04038605,-0.0066106245,-0.26340765,0.15428482,-0.25488257,0.0046583693,0.5695387,-0.22209102,-0.06698854,0.070477724,-0.3476758,-0.11343603,-0.21308103,0.19652393,-0.10458994,0.16693209,-0.38257506,-0.30825067,-0.091396704,-0.2209242,-0.31786665,0.194626,0.012295715,-0.22448303,-0.008067891,0.80261797,0.14798251,-0.3034535,0.004164408,0.004895856,-0.059920583,0.17685127,0.18807264,0.03663812,0.0076048914,-0.21229842,-0.2790063,-0.57003415,-0.28965992,-0.14489782,0.08305215,-0.6307108,-0.13879411,-0.7615713,-0.2613636,0.27702907,-0.035445116,0.35463232,-0.067404136,-0.089564435,-0.09760443,0.24377896,0.6188756
mang,0.18136741,-0.043744396,0.4196305,0.19100468,0.24875619,0.42184582,-0.4149294,-0.079841055,0.049587827,0.6716975,-0.23698457,-0.41656965,0.087870896,-0.12248899,-0.055752058,-0.24083178,0.09987526,0.5544968,-0.2910501,0.44937956,0.21960002,-0.5962013,-0.11778436,0.09490226,0.27029637,0.36564988,0.1789166,-0.010241812,0.19336475,0.24048644,-0.12399922,-0.28166574,-0.24250546,0.276521,0.24267288,-0.016493237,0.14506526,-0.119807094,-0.26249516,-0.047889393,-0.3403435,0.08731343,-0.48157364,-0.1536063,0.088086255,0.5474394,-0.09092505,-0.10462953,-0.01835944,-0.5744359,0.05899991,-0.20520452,-0.1572084,-0.39909554,-0.1620853,0.0003530117,0.062301878,-0.1125395,-0.23576844,-0.2869499,-0.49921244,0.11995694,0.20700721,0.5013631
