node,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
của,-0.1402637,0.03191717,0.33971962,-0.31651354,-0.085956514,0.249744,-0.06628142,-0.042561505,0.104599535,-0.24775799,-0.0425793,-0.32172632,0.28206354,-0.019501887,-0.1152017,-0.25791425,0.04472563,0.3723114,-0.4038819,0.068546586,0.06722841,0.04771746,-0.38497105,-0.11976323,0.15939137,0.3166383,-0.11930149,-0.06874853,-0.4249531,-0.036358953,-0.09266096,0.036421403,-0.14648224,0.1843772,0.38664743,-0.04430369,0.21798576,-0.2013939,-0.35066292,0.13686472,-0.17609964,-0.049778573,0.005209801,0.2137938,-0.04909138,0.48461074,0.01503298,0.063169405,-0.009191667,-0.33960727,0.32531667,-0.004516321,-0.21192212,0.043541446,-0.25811774,0.17799959,0.2830316,-0.23042233,0.32272828,-0.088729165,0.23022817,-0.09318914,-0.15311898,0.6416415
là,0.021197738,-0.24981837,0.30872807,-0.13088092,-0.068013564,0.07652134,0.18987031,0.008396134,-0.061718438,-0.14249584,-0.20152771,-0.25242156,0.13338886,0.068282746,-0.0095881075,-0.14764206,-0.33864668,0.484824,0.114192694,0.20863393,0.115162164,0.07524315,-0.29128405,-0.23739325,0.2470383,0.19673704,-0.20053583,-0.006627662,-0.16593814,-0.053466838,0.011906922,0.109677054,-0.13536954,-0.065001175,0.1924294,-0.18286064,0.07171038,-0.35906082,-0.087342024,-0.028817274,-0.19681665,0.2750261,0.14587173,0.05865426,0.14850967,0.104611985,-0.31193206,-0.1287932,0.14998683,-0.5987584,0.22956195,0.058230106,-0.30920637,-0.22681029,-0.25723076,-0.06360445,0.114393465,-0.25929788,-0.043624256,-0.10424163,0.16744763,0.24439305,-0.16633354,0.37339222
và,-0.008799569,0.062570065,0.25122383,-0.04181374,-0.053073153,0.40104315,-0.16848457,-0.0785767,-0.13345842,-0.10846702,0.12145294,-0.40988082,0.18483818,-0.42704266,-0.33184782,-0.22026534,0.4221291,0.43010733,-0.3960258,0.2835488,0.08540757,-0.08213171,0.11833363,0.335066,-0.08731192,0.15270188,-0.13353156,0.06754753,-0.4709448,0.08042607,0.026278295,-0.1474828,0.18485314,0.44889778,-0.11033903,0.13134474,-0.017856363,-0.012175809,-0.32190648,0.14506352,-0.48866498,-0.4352432,-0.30265793,-0.26932406,0.22041012,0.48897374,0.28323063,-0.07677462,-0.20012493,-0.45218354,0.1853213,0.008842309,-0.27567765,-0.23093677,-0.37038448,-0.2010079,0.2637542,-0.03347149,0.18404149,-0.51197773,-0.031233203,-0.01003217,0.14756714,0.33726186
những,-0.079037435,0.116555534,0.42273057,-0.034555007,-0.3205474,0.05228262,-0.10287972,0.0009969876,-0.023263924,0.04261317,0.18982962,0.16891041,0.05888804,-0.15262224,-0.21343137,-0.08649108,0.17349054,0.38556588,-0.09381239,0.42799082,0.1258599,-0.010103513,-0.17616984,0.19413102,-0.2518681,0.0009188885,-0.06012307,0.2990259,-0.20553973,0.18947452,-0.11831694,-0.4789604,0.058739185,-0.09917459,0.06568161,-0.12757327,0.11560768,-0.12078199,0.010134626,0.04193885,-0.5977521,-0.13886642,-0.10745272,-0.19815135,0.3085943,-0.05156398,-0.30615354,-0.12978563,-0.29084098,-0.57115394,0.09460641,0.25240755,-0.19075277,-0.3719157,-0.081552975,-0.27713817,-0.07389755,-0.26724476,-0.094287485,-0.16934836,0.10022136,0.22851877,0.122495286,-0.060748477
núi,-0.09889513,-0.24422933,0.12559186,-0.079020746,-0.11934893,0.068625726,-0.21446252,0.12530199,0.23681916,0.18358313,-0.106078684,0.011018614,0.07235433,0.055589575,-0.3125456,-0.31680763,-0.43430084,0.67779756,0.40933248,0.29880318,0.19521093,0.04259992,-0.043027785,-0.01713167,-0.22280289,-0.07701828,-0.11436796,-0.08596898,-0.1824312,0.39912608,0.06313961,-0.12970184,-0.30607024,-0.3464859,0.13843012,-0.24598686,0.3824689,-0.07425022,0.04331939,-0.25971183,-0.1334527,0.12856725,0.09154131,-0.05944916,0.21968518,0.14517424,-0.2545626,-0.35314828,-0.10613537,-0.44543353,0.28088012,-0.081368245,-0.3218636,-0.20266673,-0.1438727,-0.051946066,0.012761222,-0.38513368,-0.26347026,0.052474193,0.18876453,0.51131886,0.18735969,0.47085428
rừng,-0.17105143,-0.0997895,0.23794623,0.21886148,-0.018567894,0.147025,-0.21546927,-0.26128316,-0.24494831,0.061945673,-0.38539034,-0.10266052,-0.09381685,-0.38088363,-0.23233867,-0.2905208,0.17226659,0.62663156,-0.20277674,0.21948773,-0.02471644,0.11990498,-0.33394998,-0.20609654,0.12825891,-0.40393218,0.07187961,0.6329058,-0.26879004,-0.33098936,-0.013559727,-0.2642647,-0.29626164,-0.10515781,-0.07207265,-0.077578574,0.1654277,0.002222214,-0.115498655,0.18138412,0.19061126,0.35944596,-0.075681575,0.28661108,0.1799289,0.57724774,-0.12027758,-0.16310589,-0.17034175,-0.64675236,0.016118305,0.16576003,-0.20658338,-0.29080084,-0.16960266,-0.896211,0.158406,0.03213903,0.12556583,-0.49977878,-0.62553185,0.2751926,0.122275315,-0.15767863
đỉnh,-0.099471495,-0.2104889,0.02749925,-0.14708826,-0.009293278,0.13387124,0.021058239,-0.07840147,0.21111426,0.19275633,-0.20856102,-0.31736127,0.14265819,-0.21671169,-0.45238551,0.24185975,-0.14606863,0.62858814,-0.14664441,0.3918288,0.20605578,-0.467919,-0.047773484,-0.02232209,0.096935906,-0.3535279,-0.24848133,-0.3365579,-0.53619426,0.15847369,0.37351254,-0.2442062,-0.32684165,-0.03697376,0.21576613,-0.051536508,0.44263023,-0.02192968,-0.10505257,-0.37616372,0.06122597,-0.10469054,0.065181196,-0.033047047,0.28041565,0.054531854,-0.17545089,-0.39326158,-0.008763069,-0.2160082,0.20596401,-0.37761623,-0.027133675,-0.06866231,-0.52087986,-0.2063499,0.42129934,-0.0032297503,-0.3451578,0.009289543,0.40684658,0.3412228,0.24454336,0.15612647
hành trình,0.358941,-0.83548146,0.43252537,-0.17439045,0.13557783,0.035650857,0.3761035,-0.19006985,-0.17419434,-0.252405,-0.2933348,-0.5540193,0.21714051,-0.20359099,0.18626313,0.09383029,-0.34692785,0.4114922,-0.33336696,0.45675147,0.27657384,-0.037819944,-0.52558017,-0.094780385,0.21765551,-0.18681994,-0.3507068,0.045517482,-0.04303549,-0.18269764,0.08074804,0.23950678,0.032807793,0.53349906,-0.021137195,-0.1503817,0.0062935604,-0.79137784,-0.27288258,0.22073081,-0.20091738,-0.45632315,-0.05818442,0.15981734,0.2786035,0.09516617,-0.38589898,-0.20055191,0.32781538,-0.7855202,0.4531797,0.056323748,-0.17573671,-0.20761345,-0.40691975,0.019867439,0.065632306,0.023407273,-0.20679484,-0.4966241,0.4148198,0.06656289,0.0048368745,0.47279274
với,0.37702763,-0.26084772,0.37757707,-0.30017453,-0.0066467063,0.032413203,-0.06305815,-0.27349263,-0.21952632,-0.035235383,-0.53693074,-0.12457414,-0.031241896,-0.26414326,0.008569235,-0.24975292,0.071973406,0.3793507,-0.2936702,0.02572018,0.2179054,-0.38953662,-0.4251393,-0.16434388,0.28203228,-0.7775572,-0.041245475,0.22602281,0.15978047,-0.27445823,-0.090002745,-0.075676344,-0.2105294,-0.19518133,0.009376968,-0.24773443,0.23747078,-0.24779795,-0.16002525,0.18728392,0.07718717,-0.07907273,0.03533403,0.47107202,0.17258917,0.19062845,-0.273771,-0.15413442,0.12995395,-0.8323103,0.39247757,0.16472995,0.15505154,-0.32650498,-0.34870532,-0.3002245,-0.17137301,0.21469028,-0.06281222,-0.33493215,0.08415703,0.16287567,-0.2175703,0.093315326
trong,-0.049539115,0.422298,0.19484752,-0.09965119,-0.42442974,-0.061708946,-0.331051,-0.2875344,0.23201017,-0.2085731,0.03326677,-0.06922433,0.5243553,-0.22307016,-0.010399044,-0.16975258,0.08633262,0.6745272,-0.29732347,0.4243293,0.15138768,-0.008564774,0.0028886576,0.15828119,-0.09815481,0.31377512,-0.2784575,-0.08093063,-0.1375177,0.13532066,-0.075631596,0.04357806,-0.10867236,0.022100361,0.3780991,0.085606985,0.14172475,0.14942433,0.2316718,-0.37324366,-0.36722055,0.053580098,0.03214692,0.111183345,0.2340813,-0.001943833,-0.27293336,-0.18873799,-0.00819207,-0.4574018,0.39591223,0.20511784,-0.13334137,-0.3794587,-0.2229237,-0.24622466,0.07492224,-0.32868287,-0.0528833,0.15777174,0.20025748,0.17082079,-0.12153307,0.46964234
